mean_contrast,mean_correlation,mean_ASM,mean_homogeneity,main_contrast,main_correlation,main_ASM,main_homogeneity,diff_contrast,diff_correlation,diff_ASM,diff_homogeneity,class
2.230032575701488,0.890943802377006,0.2292303500668051,0.9313642555711853,0.09075016658029171,0.97947197546026,0.1635125302690818,0.9546282483156883,0.11364484803908402,0.2865164704068869,0.7400621086973186,0.9431786875845862,0
1.8866930110313171,0.9050258956172081,0.2739315407093851,0.9439960335881894,0.08070444954468053,0.9801154879190668,0.1747298994138996,0.9596522173687718,0.10519943567563762,0.2985212767030053,0.7559074093697519,0.9474013937663094,0
2.0922345820685573,0.9025442416151783,0.2866352353587965,0.9402530354630931,0.08046568445990968,0.9758144242583838,0.19020718514392715,0.9597671577700453,0.10702339278253967,0.3432823646271481,0.7414634798247974,0.9464883036087302,0
1.3629756792774117,0.9100556698213723,0.23315955351614448,0.9476290627082253,0.07777078551861998,0.9798760511307872,0.16672063109827984,0.96111460724069,0.10398871351275242,0.33657342442776755,0.7500800705058528,0.9480056432436238,0
1.948908899089361,0.8988640168133005,0.23859209846126472,0.9399993892055971,0.08070352409861553,0.9849942701123564,0.1409518586636296,0.9596482379506923,0.109499490977943,0.35118396854826023,0.7337471803875424,0.9452502545110285,0
1.5403170578218703,0.9206860006351405,0.3396583427021702,0.952967850003702,0.06923909824535425,0.9709243947228337,0.21779409294833862,0.9653804508773228,0.09380641969910729,0.33359993073669153,0.7742273049968749,0.9530967901504463,0
1.5070972458725107,0.9194514991528425,0.2165022523991698,0.9497484822684533,0.07218294217812987,0.9866850200374168,0.14162104727953556,0.9639096394462131,0.10150890997025534,0.3849119820638686,0.7437884289759902,0.9492455450148725,0
2.1357472051528843,0.9004474481573398,0.3272643606800565,0.9430057932923668,0.0728844302954024,0.979210905245809,0.1758045066156588,0.9635588953875769,0.10007030896110404,0.35626807897823354,0.7545328644779908,0.9499670687277042,0
2.192950877322869,0.8914905823792464,0.24846702193673464,0.9377454097875176,0.079164507292515,0.9827584942396888,0.16294541455150593,0.9604221884948545,0.1073679900622591,0.3465383384179008,0.739924601340441,0.9463226745936392,0
1.2532187014140814,0.9329293802974022,0.21014467929574113,0.9587913604357301,0.05528707336936403,0.9867723495623624,0.1796391076616498,0.9723742318797661,0.06798292946593909,0.3683509309183049,0.8290300899844038,0.9660085352670306,0
1.269787887761901,0.8624143714885729,0.23134441598835012,0.9464890427185904,0.08068871696157548,0.984715202000677,0.14283242154034415,0.9596556415192121,0.10843235101494089,0.33574238088735786,0.7400999149637804,0.9457838244925295,0
1.3653568520026655,0.8405908454820843,0.35419488717845715,0.938778343691071,0.09787980306507738,0.9673748606171246,0.19302937499656395,0.951209694101969,0.13323687079732588,0.313494933747993,0.6916756586348555,0.9335091375221592,0
2.287603649959281,0.875759793032194,0.32380731563017795,0.9381669319612053,0.07973273117642704,0.979982343934123,0.1719338117668411,0.9601336344117866,0.10597292688145946,0.3121640291020133,0.7511901892889383,0.9470135365592702,0
1.8188624416968981,0.8990734423475846,0.38917682178370994,0.9465795883615904,0.07089842303990522,0.9788975563820428,0.1843407669984346,0.9645507884800472,0.09512922861157866,0.3284107586019439,0.7722724158405091,0.9524353856942107,0
1.435508440068113,0.8963587044604113,0.3300906532881977,0.9486275345146227,0.07943658843562597,0.9769258816827545,0.18380091048072444,0.9615490491032062,0.10571725793199022,0.3489197038490946,0.7510182781360647,0.9477839126407748,0
1.2722819649070853,0.9280914801417921,0.2666948967587115,0.9539921337084475,0.06584918930924705,0.9741764610775385,0.2166266135683485,0.9670754053453765,0.08859114366464385,0.35188420361103756,0.7825669456590484,0.955704428167678,0
2.283045828089139,0.8910581171952897,0.26002243696263183,0.93202221070556,0.09732638631820538,0.9773523947262999,0.15789634467009034,0.9513379173761752,0.12986685761555355,0.32007625726275674,0.6961584098138273,0.9350665711922233,0
4.006256015399423,0.7941442244636115,0.1821676167840992,0.872680449976889,0.1802010068853187,0.946342109916568,0.16375584836932308,0.9099028281631747,0.2383307040807914,0.2031182213477254,0.5194137637935168,0.880841317584373,0
1.8462482416524764,0.8945179417505512,0.21172486023674678,0.9421167912934034,0.0791117568668098,0.9835513766749974,0.15359768936274987,0.9604441215665951,0.11409041602710832,0.39190044978342664,0.7113887492067329,0.9429547919864458,0
1.723104686458873,0.9131003708550758,0.26385336849884045,0.9494235951728733,0.0670041459983712,0.986188663139346,0.15242793161053203,0.9664979270008144,0.09058647307463218,0.37287996821679054,0.7731710564126084,0.9547067634626839,0
0.6657510920263567,0.8756913417473903,0.2013611671890484,0.9500458561026415,0.08639779373658103,0.9846546170412638,0.1451248548443294,0.9568055452728215,0.11082693157428157,0.30033088064245017,0.7432037623287393,0.9445876458169874,0
