mean_contrast,mean_correlation,mean_ASM,mean_homogeneity,main_contrast,main_correlation,main_ASM,main_homogeneity,diff_contrast,diff_correlation,diff_ASM,diff_homogeneity,class
2.0943344191900497,0.8975973289451864,0.23151802842486588,0.9342571769592944,0.08722514251869401,0.9802661064397922,0.1644605298048062,0.9563996446287111,0.13175948569734697,0.17273052740855938,0.7264268292076314,0.9341413776493257,0
1.8085353890575258,0.9089747883088934,0.2745588377762126,0.9443147322009209,0.0816382246242689,0.979872531068163,0.17431688776301946,0.9591819982231435,0.12593282199496075,0.16021795189962437,0.7399738957382682,0.9370335890025198,0
2.26253516695047,0.8946326878884039,0.2826289249690728,0.9342021729473606,0.0895035907307322,0.9730666113339684,0.18697858844215964,0.955248204634634,0.1425022232103157,0.1258958301051044,0.7147780711448005,0.928748888394842,0
1.518861516250833,0.8997340222440161,0.2299438519635399,0.9421903272377286,0.08568982749685349,0.9778505952520987,0.16372970384995542,0.9571550862515732,0.13867181710389803,0.11475254925076561,0.7239105383257443,0.9306640914480511,0
2.1137086325608943,0.8904101226762517,0.23490146527991934,0.9326394297051179,0.09303324202265492,0.9826821575558364,0.1375036407090677,0.9534878211297846,0.14595468356306507,0.13519271415415993,0.7066098613231376,0.9270293278494146,0
1.617796327830014,0.916672310681707,0.33736059348066166,0.9494681646553638,0.07617901828681424,0.968002886318066,0.2148780949696109,0.961910490856593,0.11787646361345783,0.16249511954068374,0.7552712026735656,0.9410617681932711,0
1.808602946620271,0.9034195870805718,0.20995741432355036,0.9381814374528524,0.09074831568816169,0.9832120019315947,0.13639355270715647,0.9546302842970311,0.14338502297317327,0.13172499452635925,0.7120696761706107,0.9283141581443605,0
2.3881839046420374,0.8886955819704869,0.3218367955744633,0.935092766713556,0.08495687421337086,0.9757485474370161,0.17160741087424772,0.9575282261049828,0.13176689639839934,0.15252615772771005,0.7301643283176772,0.9341276678523789,0
2.4165099577996596,0.8804538286716006,0.24384653220025557,0.9297642583725356,0.09032261049826017,0.980289533623967,0.159477052446294,0.9548498001036498,0.13864865866310952,0.1565063238442204,0.7162813794487163,0.9306956795612864,0
1.2190355001110535,0.9347784074910432,0.21039357742054718,0.9580870474568742,0.057052824461390386,0.986354381706378,0.17907472177701111,0.9714769193751387,0.10018434118867645,0.06911653458755757,0.8022585223522045,0.949914499036609,0
1.470829940031095,0.8404759507019582,0.22772113735502977,0.939943660844527,0.08965536388539276,0.9830276344959408,0.140344761647971,0.9551745391278598,0.1415795909293019,0.13243631981339463,0.7152909257499898,0.9292146509559804,0
1.5017416894943358,0.8247788084503588,0.348101826464314,0.9320641780514676,0.10877878137262163,0.963766262968907,0.18907011363354023,0.9458448669317434,0.1404550170446124,0.2755498001206522,0.6868224551316756,0.9300815177115754,0
